AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT I,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
State,Alabama,All,2023-24,40,,4.6,5.9,0,48,21,62,"1,050",> 100%
State,Alabama,All,2023-24,41,,5.5,6.8,0,60,20,74,"1,094",> 100%
State,Alabama,All,2023-24,42,,4.5,5.5,0,47,14,57,"1,043",> 100%
State,Alabama,All,2023-24,43,,5,5.4,1,53,8,59,"1,085",> 100%
State,Alabama,All,2023-24,44,,4.7,6.2,1,52,20,69,"1,121",> 100%
State,Alabama,All,2023-24,45,,5.5,6.7,1,59,19,73,"1,089",> 100%
State,Alabama,All,2023-24,46,,7,7.7,5,73,18,86,"1,113",> 100%
State,Alabama,All,2023-24,47,,4.3,5.3,1,47,13,59,"1,105",> 100%
State,Alabama,All,2023-24,48,,6.2,7.9,2,69,26,90,"1,140",> 100%
State,Alabama,All,2023-24,49,,5.5,6.7,4,64,22,84,"1,245",> 100%
State,Alabama,All,2023-24,50,,6.7,8.1,6,76,29,99,"1,228",> 100%
State,Alabama,All,2023-24,51,,6,7.9,14,62,34,101,"1,276",> 100%
State,Alabama,All,2023-24,52,,8.1,10,25,78,36,128,"1,275",> 100%
State,Alabama,All,2023-24,1,,8.6,10.2,23,89,31,132,"1,296",> 100%
State,Alabama,All,2023-24,2,,7.7,10.2,19,82,49,133,"1,307",> 100%
State,Alabama,All,2023-24,3,,7.1,9.4,8,83,43,120,"1,280",> 100%
State,Alabama,All,2023-24,4,,7.9,9.4,12,93,34,126,"1,334",> 100%
State,Alabama,All,2023-24,5,,7,9.2,8,74,39,109,"1,179",> 100%
State,Alabama,All,2023-24,6,,5.7,7.2,6,63,27,87,"1,206",> 100%
State,Alabama,All,2023-24,7,,6.3,7.5,5,65,19,83,"1,103",> 100%
State,Alabama,All,2023-24,8,,7.1,7.8,5,72,24,84,"1,081",> 100%
State,Alabama,All,2023-24,9,,6.1,7.5,4,60,26,79,"1,049",> 100%
State,Alabama,All,2023-24,10,,6.3,7.8,7,59,22,82,"1,048",> 100%
State,Alabama,All,2023-24,11,,5.3,6.6,3,49,18,65,988,> 100%
State,Alabama,All,2023-24,12,,5.4,6,2,46,12,53,884,> 100%
State,Alabama,All,2023-24,13,,6.5,7.8,1,42,11,51,657,97.7%
State,Alabama,All,2023-24,14,,5.6,6.2,1,17,3,20,323,48%
State,Alaska,All,2023-24,40,,4.6,7.3,1,4,3,8,109,> 100%
State,Alaska,All,2023-24,41,,6.1,7.9,2,5,4,9,114,> 100%
State,Alaska,All,2023-24,42,,7.8,8.8,0,8,1,9,102,> 100%
State,Alaska,All,2023-24,43,,6.5,8.4,1,6,2,9,107,> 100%
State,Alaska,All,2023-24,44,,9.8,12.7,6,4,4,13,102,> 100%
State,Alaska,All,2023-24,45,,6,6,2,6,0,8,133,> 100%
State,Alaska,All,2023-24,46,,6,8.6,3,4,3,10,116,> 100%
State,Alaska,All,2023-24,47,,2.6,2.6,1,2,0,3,114,> 100%
State,Alaska,All,2023-24,48,,4.7,4.7,1,4,0,5,107,> 100%
State,Alaska,All,2023-24,49,,4,4,0,4,0,4,99,> 100%
State,Alaska,All,2023-24,50,,4.8,4.8,0,5,1,5,104,> 100%
State,Alaska,All,2023-24,51,,0,1.9,0,0,2,2,105,> 100%
State,Alaska,All,2023-24,52,,4.8,4.8,1,5,0,6,124,> 100%
State,Alaska,All,2023-24,1,,3.8,3.8,0,4,0,4,104,> 100%
State,Alaska,All,2023-24,2,,7.7,8.5,1,8,1,10,117,> 100%
State,Alaska,All,2023-24,3,,8.4,11.2,1,8,4,12,107,> 100%
State,Alaska,All,2023-24,4,,5.2,5.2,1,5,2,6,116,> 100%
State,Alaska,All,2023-24,5,,2.6,4.4,0,3,3,5,114,> 100%
State,Alaska,All,2023-24,6,,5.8,6.7,1,6,1,8,120,> 100%
State,Alaska,All,2023-24,7,,8.7,10.4,0,10,3,12,115,> 100%
State,Alaska,All,2023-24,8,,4,6.1,0,4,2,6,99,> 100%
State,Alaska,All,2023-24,9,,7.5,7.5,0,7,2,7,93,> 100%
State,Alaska,All,2023-24,10,,3,6,0,2,3,4,67,> 100%
State,Alaska,All,2023-24,11,,6.4,9,1,4,2,7,78,> 100%
State,Alaska,All,2023-24,12,,3.7,3.7,1,1,1,2,54,92.6%
State,Alaska,All,2023-24,13,,0,3.8,0,0,1,1,26,44.6%
State,Alaska,All,2023-24,14,,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Arizona,All,2023-24,40,,5.3,6.7,1,67,27,87,"1,295",> 100%
State,Arizona,All,2023-24,41,,5.8,7.2,0,74,29,91,"1,270",> 100%
State,Arizona,All,2023-24,42,,5.4,7.2,3,66,39,92,"1,286",> 100%
State,Arizona,All,2023-24,43,,5.1,7,0,64,35,88,"1,259",> 100%
State,Arizona,All,2023-24,44,,4.8,6.2,1,61,28,79,"1,282",> 100%
State,Arizona,All,2023-24,45,,5.1,6.4,1,65,30,84,"1,303",> 100%
State,Arizona,All,2023-24,46,,6.5,7.6,4,82,26,101,"1,333",> 100%
State,Arizona,All,2023-24,47,,6.3,7.4,4,76,36,95,"1,278",> 100%
State,Arizona,All,2023-24,48,,6.1,7.8,3,80,37,106,"1,352",> 100%
State,Arizona,All,2023-24,49,,6.6,8.5,8,85,43,120,"1,409",> 100%
State,Arizona,All,2023-24,50,,6.7,9,2,89,46,122,"1,360",> 100%
State,Arizona,All,2023-24,51,,7.4,9,15,93,34,132,"1,459",> 100%
State,Arizona,All,2023-24,52,,6.6,8.1,10,82,36,113,"1,388",> 100%
State,Arizona,All,2023-24,1,,8.7,10.1,25,106,40,153,"1,509",> 100%
State,Arizona,All,2023-24,2,,7.8,9.6,9,114,52,151,"1,571",> 100%
State,Arizona,All,2023-24,3,,8.4,9.5,20,108,40,144,"1,519",> 100%
State,Arizona,All,2023-24,4,,7.6,9.9,14,99,53,147,"1,486",> 100%
State,Arizona,All,2023-24,5,,7.2,8.1,11,90,24,114,"1,402",> 100%
State,Arizona,All,2023-24,6,,7.4,8.1,4,96,24,109,"1,346",> 100%
State,Arizona,All,2023-24,7,,5.7,6.3,4,73,15,85,"1,350",> 100%
State,Arizona,All,2023-24,8,,6,7,2,76,23,91,"1,302",> 100%
State,Arizona,All,2023-24,9,,5.7,6.3,3,73,20,84,"1,341",> 100%
State,Arizona,All,2023-24,10,,4.3,4.8,3,52,11,62,"1,283",> 100%
State,Arizona,All,2023-24,11,,6.1,6.8,2,78,18,89,"1,305",> 100%
State,Arizona,All,2023-24,12,,5.5,5.9,3,65,7,73,"1,238",> 100%
State,Arizona,All,2023-24,13,,6.2,6.7,3,59,11,67,999,> 100%
State,Arizona,All,2023-24,14,,5.4,5.8,0,32,5,34,589,83.7%
State,Arkansas,All,2023-24,40,,6.8,7.9,0,47,17,55,694,> 100%
State,Arkansas,All,2023-24,41,,5.1,6.2,1,32,13,40,648,> 100%
State,Arkansas,All,2023-24,42,,4.6,6,0,31,9,40,671,> 100%
State,Arkansas,All,2023-24,43,,6.2,7,1,44,8,51,731,> 100%
State,Arkansas,All,2023-24,44,,6.6,7.3,0,46,6,51,695,> 100%
State,Arkansas,All,2023-24,45,,7.1,7.8,1,48,11,54,690,> 100%
State,Arkansas,All,2023-24,46,,5.8,7.1,1,38,17,48,675,> 100%
State,Arkansas,All,2023-24,47,,6.8,8.1,0,42,11,50,617,> 100%
State,Arkansas,All,2023-24,48,,7.8,8.7,0,54,7,60,690,> 100%
State,Arkansas,All,2023-24,49,,6.2,8.4,2,44,21,62,742,> 100%
State,Arkansas,All,2023-24,50,,8.3,9.7,0,60,19,70,724,> 100%
State,Arkansas,All,2023-24,51,,7.4,9.2,6,50,21,69,752,> 100%
State,Arkansas,All,2023-24,52,,8.5,9.7,2,58,15,69,709,> 100%
State,Arkansas,All,2023-24,1,,9.4,11.7,5,66,31,88,755,> 100%
State,Arkansas,All,2023-24,2,,9.6,11,3,72,25,86,784,> 100%
State,Arkansas,All,2023-24,3,,8.4,10.4,5,61,32,82,786,> 100%
State,Arkansas,All,2023-24,4,,9.5,12.2,9,66,31,96,786,> 100%
State,Arkansas,All,2023-24,5,,8.2,9.2,9,53,16,70,759,> 100%
State,Arkansas,All,2023-24,6,,9.2,10.7,5,65,21,81,758,> 100%
State,Arkansas,All,2023-24,7,,8.1,9.6,5,52,11,68,706,> 100%
State,Arkansas,All,2023-24,8,,7.5,8.1,7,46,9,57,707,> 100%
State,Arkansas,All,2023-24,9,,7.6,8.1,10,42,6,56,688,> 100%
State,Arkansas,All,2023-24,10,,7.5,8.1,9,42,10,55,677,> 100%
State,Arkansas,All,2023-24,11,,8.2,10.2,11,43,20,67,659,> 100%
State,Arkansas,All,2023-24,12,,7.4,8.3,3,40,10,48,581,> 100%
State,Arkansas,All,2023-24,13,,6.5,7.3,3,29,7,36,494,> 100%
State,Arkansas,All,2023-24,14,,5.4,5.4,3,11,0,14,258,58.5%
State,California,All,2023-24,40,,6.5,7.6,1,354,119,414,"5,454",> 100%
State,California,All,2023-24,41,,6,7,2,322,94,380,"5,443",> 100%
State,California,All,2023-24,42,,6.6,7.7,4,351,108,411,"5,367",> 100%
State,California,All,2023-24,43,,7.2,8.3,5,374,89,436,"5,254",> 100%
State,California,All,2023-24,44,,6.2,7,3,338,81,387,"5,538",> 100%
State,California,All,2023-24,45,,6.9,7.7,12,374,84,430,"5,585",> 100%
State,California,All,2023-24,46,,7.3,8.4,5,408,102,477,"5,681",> 100%
State,California,All,2023-24,47,,7.9,9,12,433,127,507,"5,641",> 100%
State,California,All,2023-24,48,,8.2,9.6,21,460,150,567,"5,895",> 100%
State,California,All,2023-24,49,,8.1,9.7,26,446,147,569,"5,855",> 100%
State,California,All,2023-24,50,,8.3,9.7,36,470,159,590,"6,109",> 100%
State,California,All,2023-24,51,,9.5,10.9,44,553,192,689,"6,316",> 100%
State,California,All,2023-24,52,,9.2,10.9,60,502,185,666,"6,124",> 100%
State,California,All,2023-24,1,,10.4,12.3,93,560,218,767,"6,251",> 100%
State,California,All,2023-24,2,,9.7,11.2,71,544,189,712,"6,338",> 100%
State,California,All,2023-24,3,,9.1,10.8,57,515,194,674,"6,259",> 100%
State,California,All,2023-24,4,,8.8,10.2,35,484,147,602,"5,906",> 100%
State,California,All,2023-24,5,,8.5,9.8,30,451,138,557,"5,670",> 100%
State,California,All,2023-24,6,,7.5,8.6,23,399,140,486,"5,653",> 100%
State,California,All,2023-24,7,,7.7,8.7,24,413,101,497,"5,686",> 100%
State,California,All,2023-24,8,,7.6,8.5,9,416,95,478,"5,618",> 100%
State,California,All,2023-24,9,,7.2,8.2,11,372,96,437,"5,355",> 100%
State,California,All,2023-24,10,,7.1,7.7,6,369,67,407,"5,262",> 100%
State,California,All,2023-24,11,,7.1,7.9,4,359,68,403,"5,101",> 100%
State,California,All,2023-24,12,,7.1,7.8,7,324,55,363,"4,662",> 100%
State,California,All,2023-24,13,,7.4,7.9,3,248,32,269,"3,411",> 100%
State,California,All,2023-24,14,,5.7,6.1,0,75,8,80,"1,309",39.1%
State,Colorado,All,2023-24,40,,5.4,7,2,43,16,58,833,> 100%
State,Colorado,All,2023-24,41,,5.9,7.3,2,53,25,68,927,> 100%
State,Colorado,All,2023-24,42,,5.8,8.1,0,49,29,69,852,> 100%
State,Colorado,All,2023-24,43,,5.9,8.4,0,53,29,75,897,> 100%
State,Colorado,All,2023-24,44,,5.8,9.4,0,50,39,81,859,> 100%
State,Colorado,All,2023-24,45,,5.7,9,2,48,37,79,877,> 100%
State,Colorado,All,2023-24,46,,5.3,7.7,1,46,39,68,883,> 100%
State,Colorado,All,2023-24,47,,7.3,9.6,3,59,36,82,853,> 100%
State,Colorado,All,2023-24,48,,7.1,9.4,6,59,35,86,916,> 100%
State,Colorado,All,2023-24,49,,5.4,8.6,4,47,44,81,947,> 100%
State,Colorado,All,2023-24,50,,6.5,8.6,9,48,28,76,882,> 100%
State,Colorado,All,2023-24,51,,6.2,8.4,8,49,32,77,922,> 100%
State,Colorado,All,2023-24,52,,6.5,8.1,11,50,22,77,945,> 100%
State,Colorado,All,2023-24,1,,6.4,8.6,13,48,30,81,947,> 100%
State,Colorado,All,2023-24,2,,8.6,10.4,13,65,28,94,902,> 100%
State,Colorado,All,2023-24,3,,7.9,9.3,14,59,20,86,924,> 100%
State,Colorado,All,2023-24,4,,6.6,7.9,3,57,22,71,904,> 100%
State,Colorado,All,2023-24,5,,6.9,8.1,9,52,18,72,887,> 100%
State,Colorado,All,2023-24,6,,6.8,7.9,7,49,14,65,826,> 100%
State,Colorado,All,2023-24,7,,5.8,7.5,7,38,15,58,775,> 100%
State,Colorado,All,2023-24,8,,4.4,5,8,30,7,43,858,> 100%
State,Colorado,All,2023-24,9,,5.1,5.5,3,41,7,47,857,> 100%
State,Colorado,All,2023-24,10,,4.8,4.9,5,37,4,43,875,> 100%
State,Colorado,All,2023-24,11,,4.1,5,6,26,9,39,773,> 100%
State,Colorado,All,2023-24,12,,3.9,4.4,3,25,7,32,726,> 100%
State,Colorado,All,2023-24,13,,6.1,6.5,3,30,3,35,540,96.8%
State,Colorado,All,2023-24,14,,4.9,5.7,1,17,3,21,371,66.5%
State,Connecticut,All,2023-24,40,,6,8.5,0,38,22,54,635,> 100%
State,Connecticut,All,2023-24,41,,6.5,8,0,40,15,49,611,> 100%
State,Connecticut,All,2023-24,42,,8.9,10.4,0,58,16,68,654,> 100%
State,Connecticut,All,2023-24,43,,8.4,10.1,3,50,20,64,632,> 100%
State,Connecticut,All,2023-24,44,,7.3,8.7,0,49,18,59,675,> 100%
State,Connecticut,All,2023-24,45,,7.4,9.1,0,50,21,62,678,> 100%
State,Connecticut,All,2023-24,46,,6.8,9.4,0,40,22,55,586,> 100%
State,Connecticut,All,2023-24,47,,8.6,9.9,0,58,15,67,677,> 100%
State,Connecticut,All,2023-24,48,,8,9.8,4,46,18,61,624,> 100%
State,Connecticut,All,2023-24,49,,8.5,10.3,3,54,18,69,668,> 100%
State,Connecticut,All,2023-24,50,,8,10.1,5,47,26,66,654,> 100%
State,Connecticut,All,2023-24,51,,10.8,12.5,6,66,16,83,665,> 100%
State,Connecticut,All,2023-24,52,,9.3,11.7,7,59,25,83,708,> 100%
State,Connecticut,All,2023-24,1,,9.4,11.8,7,61,25,85,721,> 100%
State,Connecticut,All,2023-24,2,,11.4,14.3,10,74,36,106,739,> 100%
State,Connecticut,All,2023-24,3,,10.2,14,5,61,30,91,650,> 100%
State,Connecticut,All,2023-24,4,,10.5,13.2,4,69,29,92,695,> 100%
State,Connecticut,All,2023-24,5,,9.9,11.9,5,59,24,77,647,> 100%
State,Connecticut,All,2023-24,6,,7.3,9,2,46,18,59,659,> 100%
State,Connecticut,All,2023-24,7,,9.5,10.9,3,56,18,68,622,> 100%
State,Connecticut,All,2023-24,8,,7.9,9.3,5,46,16,60,642,> 100%
State,Connecticut,All,2023-24,9,,8.7,10.1,5,53,10,67,663,> 100%
State,Connecticut,All,2023-24,10,,9.8,10.8,3,60,11,70,646,> 100%
State,Connecticut,All,2023-24,11,,8.4,9.5,9,45,11,61,640,> 100%
State,Connecticut,All,2023-24,12,,7.3,7.5,5,35,3,41,550,> 100%
State,Connecticut,All,2023-24,13,,3.9,4.4,1,8,1,10,229,54.1%
State,Connecticut,All,2023-24,14,,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Delaware,All,2023-24,40,,6.2,8.5,0,13,8,18,211,> 100%
State,Delaware,All,2023-24,41,,8,10.4,0,16,7,21,201,> 100%
State,Delaware,All,2023-24,42,,3.9,3.9,0,7,0,7,179,> 100%
State,Delaware,All,2023-24,43,,4.9,6.3,0,11,5,14,223,> 100%
State,Delaware,All,2023-24,44,,4.9,7,0,9,5,13,185,> 100%
State,Delaware,All,2023-24,45,,6.5,7.4,0,14,4,16,217,> 100%
State,Delaware,All,2023-24,46,,10.1,10.1,0,21,3,21,208,> 100%
State,Delaware,All,2023-24,47,,8.4,8.9,0,18,3,19,214,> 100%
State,Delaware,All,2023-24,48,,10.3,11.3,0,21,4,23,203,> 100%
State,Delaware,All,2023-24,49,,8.3,11.8,0,19,11,27,228,> 100%
State,Delaware,All,2023-24,50,,8,10.8,0,17,9,23,212,> 100%
State,Delaware,All,2023-24,51,,7.6,8.9,5,13,7,21,237,> 100%
State,Delaware,All,2023-24,52,,10.2,13.9,3,19,11,30,216,> 100%
State,Delaware,All,2023-24,1,,9.3,11,6,16,8,26,236,> 100%
State,Delaware,All,2023-24,2,,12.5,14.1,6,25,8,35,248,> 100%
State,Delaware,All,2023-24,3,,10.9,14.1,3,21,11,31,220,> 100%
State,Delaware,All,2023-24,4,,8.4,12.1,4,16,17,29,239,> 100%
State,Delaware,All,2023-24,5,,9.9,12.3,3,17,7,25,203,> 100%
State,Delaware,All,2023-24,6,,7.8,11.7,2,14,12,24,206,> 100%
State,Delaware,All,2023-24,7,,4.4,7.8,0,9,7,16,204,> 100%
State,Delaware,All,2023-24,8,,5.7,8,1,11,8,17,212,> 100%
State,Delaware,All,2023-24,9,,7.7,10.4,1,16,10,23,222,> 100%
State,Delaware,All,2023-24,10,,6,6.6,0,11,2,12,182,> 100%
State,Delaware,All,2023-24,11,,6.4,8.2,0,11,4,14,171,> 100%
State,Delaware,All,2023-24,12,,12,13.3,2,18,4,22,166,> 100%
State,Delaware,All,2023-24,13,,8.4,10.3,1,8,3,11,107,86.3%
State,Delaware,All,2023-24,14,,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,District of Columbia,All,2023-24,40,,7.9,10.1,0,7,2,9,89,> 100%
State,District of Columbia,All,2023-24,41,,7.3,9.4,0,7,3,9,96,> 100%
State,District of Columbia,All,2023-24,42,,2.4,3.6,0,2,2,3,83,> 100%
State,District of Columbia,All,2023-24,43,,4.7,5.7,0,5,2,6,106,> 100%
State,District of Columbia,All,2023-24,44,,10.1,11.1,0,10,4,11,99,> 100%
State,District of Columbia,All,2023-24,45,,0,2.3,0,0,2,2,86,> 100%
State,District of Columbia,All,2023-24,46,,6.8,7.6,1,8,2,10,132,> 100%
State,District of Columbia,All,2023-24,47,,4.3,6.5,0,4,3,6,93,> 100%
State,District of Columbia,All,2023-24,48,,4.1,4.1,0,4,1,4,97,> 100%
State,District of Columbia,All,2023-24,49,,6.1,6.1,0,7,3,7,115,> 100%
State,District of Columbia,All,2023-24,50,,4.7,4.7,0,4,1,4,86,> 100%
State,District of Columbia,All,2023-24,51,,12,13,0,11,2,12,92,> 100%
State,District of Columbia,All,2023-24,52,,8,8,0,7,2,7,87,> 100%
State,District of Columbia,All,2023-24,1,,7.5,8.5,0,8,3,9,106,> 100%
State,District of Columbia,All,2023-24,2,,8.9,10,2,6,1,9,90,> 100%
State,District of Columbia,All,2023-24,3,,5,5,1,4,1,5,100,> 100%
State,District of Columbia,All,2023-24,4,,9,12.4,0,8,5,11,89,> 100%
State,District of Columbia,All,2023-24,5,,10.7,13.6,0,11,4,14,103,> 100%
State,District of Columbia,All,2023-24,6,,11.6,16.8,0,11,6,16,95,> 100%
State,District of Columbia,All,2023-24,7,,4.9,5.9,0,5,2,6,102,> 100%
State,District of Columbia,All,2023-24,8,,5.8,5.8,0,6,0,6,103,> 100%
State,District of Columbia,All,2023-24,9,,7.3,8.5,0,6,3,7,82,> 100%
State,District of Columbia,All,2023-24,10,,8.8,9.8,0,9,3,10,102,> 100%
State,District of Columbia,All,2023-24,11,,10.3,14.7,1,6,4,10,68,99.1%
State,District of Columbia,All,2023-24,12,,10.7,10.7,0,6,0,6,56,81.6%
State,District of Columbia,All,2023-24,13,,5.6,5.6,0,2,0,2,36,52.4%
State,District of Columbia,All,2023-24,14,,6.3,6.3,0,1,0,1,16,23.3%
State,Florida,All,2023-24,40,,6.6,7.7,2,276,103,322,"4,209",> 100%
State,Florida,All,2023-24,41,,7,8.1,10,294,95,350,"4,323",> 100%
State,Florida,All,2023-24,42,,6.6,7.8,4,271,97,328,"4,191",> 100%
State,Florida,All,2023-24,43,,6.5,7.3,9,271,75,312,"4,285",> 100%
State,Florida,All,2023-24,44,,6.4,7.3,9,268,72,316,"4,306",> 100%
State,Florida,All,2023-24,45,,7.4,8.3,11,316,71,365,"4,416",> 100%
State,Florida,All,2023-24,46,,7.1,7.9,12,293,68,338,"4,295",> 100%
State,Florida,All,2023-24,47,,6.8,7.3,11,267,50,302,"4,109",> 100%
State,Florida,All,2023-24,48,,7.2,8,17,298,65,348,"4,354",> 100%
State,Florida,All,2023-24,49,,7.3,8.1,19,313,67,366,"4,542",> 100%
State,Florida,All,2023-24,50,,7.1,8.1,15,306,70,364,"4,496",> 100%
State,Florida,All,2023-24,51,,7.3,8.1,28,296,48,357,"4,413",> 100%
State,Florida,All,2023-24,52,,8.2,8.8,36,334,65,397,"4,514",> 100%
State,Florida,All,2023-24,1,,8.9,10.3,41,388,124,494,"4,818",> 100%
State,Florida,All,2023-24,2,,9.4,10.7,40,426,133,531,"4,969",> 100%
State,Florida,All,2023-24,3,,8.6,9.9,49,365,117,477,"4,834",> 100%
State,Florida,All,2023-24,4,,7.7,8.9,23,341,119,423,"4,756",> 100%
State,Florida,All,2023-24,5,,7.8,9.3,37,318,139,422,"4,543",> 100%
State,Florida,All,2023-24,6,,8.4,9.9,27,361,141,458,"4,643",> 100%
State,Florida,All,2023-24,7,,8,9.4,32,333,129,428,"4,560",> 100%
State,Florida,All,2023-24,8,,7.7,9.1,30,317,116,410,"4,511",> 100%
State,Florida,All,2023-24,9,,7.4,8.5,20,316,103,389,"4,570",> 100%
State,Florida,All,2023-24,10,,7.2,8.2,24,302,86,368,"4,504",> 100%
State,Florida,All,2023-24,11,,6.5,7.5,16,253,75,307,"4,114",> 100%
State,Florida,All,2023-24,12,,7.1,7.9,16,263,60,308,"3,912",> 100%
State,Florida,All,2023-24,13,,6.6,7.2,10,209,40,238,"3,306",> 100%
State,Florida,All,2023-24,14,,5.9,6.2,6,103,20,116,"1,857",74.6%
State,Georgia,All,2023-24,40,,5.5,6.7,2,96,42,119,"1,770",> 100%
State,Georgia,All,2023-24,41,,4,4.8,1,70,19,85,"1,787",> 100%
State,Georgia,All,2023-24,42,,4.3,5.2,3,74,26,93,"1,772",> 100%
State,Georgia,All,2023-24,43,,4.9,6.1,1,88,33,111,"1,819",> 100%
State,Georgia,All,2023-24,44,,4.4,5.3,2,75,28,93,"1,757",> 100%
State,Georgia,All,2023-24,45,,5,6.2,4,87,32,112,"1,808",> 100%
State,Georgia,All,2023-24,46,,4.9,5.5,2,86,24,99,"1,814",> 100%
State,Georgia,All,2023-24,47,,4.5,5.7,5,76,25,101,"1,787",> 100%
State,Georgia,All,2023-24,48,,5,6,8,87,31,114,"1,890",> 100%
State,Georgia,All,2023-24,49,,4.9,5.7,7,90,25,112,"1,969",> 100%
State,Georgia,All,2023-24,50,,5.2,6.2,11,92,29,121,"1,964",> 100%
State,Georgia,All,2023-24,51,,5.5,6.4,15,96,29,130,"2,028",> 100%
State,Georgia,All,2023-24,52,,8.1,9.6,35,133,53,198,"2,063",> 100%
State,Georgia,All,2023-24,1,,9.2,10.8,37,155,59,226,"2,090",> 100%
State,Georgia,All,2023-24,2,,8.5,10.1,31,153,78,219,"2,164",> 100%
State,Georgia,All,2023-24,3,,8.7,10.8,32,153,73,229,"2,117",> 100%
State,Georgia,All,2023-24,4,,8.1,10,29,135,66,202,"2,029",> 100%
State,Georgia,All,2023-24,5,,6.3,7.7,13,105,43,144,"1,869",> 100%
State,Georgia,All,2023-24,6,,6.1,7.4,14,103,46,141,"1,914",> 100%
State,Georgia,All,2023-24,7,,6.4,7.5,13,107,39,140,"1,863",> 100%
State,Georgia,All,2023-24,8,,6,7.6,4,108,52,142,"1,862",> 100%
State,Georgia,All,2023-24,9,,6.3,7.6,7,97,48,126,"1,648",> 100%
State,Georgia,All,2023-24,10,,6.3,8.1,4,100,44,134,"1,656",> 100%
State,Georgia,All,2023-24,11,,6.8,8.2,3,100,41,124,"1,513",> 100%
State,Georgia,All,2023-24,12,,6.1,7.6,3,72,28,93,"1,224",> 100%
State,Georgia,All,2023-24,13,,5.7,7.1,2,52,22,68,953,90.2%
State,Georgia,All,2023-24,14,,5.9,7,0,26,7,31,443,41.9%
State,Hawaii,All,2023-24,40,,4.8,7,0,11,6,16,228,> 100%
State,Hawaii,All,2023-24,41,,6.4,6.8,1,13,5,15,220,> 100%
State,Hawaii,All,2023-24,42,,5.6,6.5,0,12,3,14,215,> 100%
State,Hawaii,All,2023-24,43,,7.2,8.9,0,17,5,21,236,> 100%
State,Hawaii,All,2023-24,44,,5.9,6.8,1,12,4,15,222,> 100%
State,Hawaii,All,2023-24,45,,6.8,7.7,0,16,6,18,235,> 100%
State,Hawaii,All,2023-24,46,,5.2,6,0,13,3,15,250,> 100%
State,Hawaii,All,2023-24,47,,6.4,7.3,2,13,3,17,234,> 100%
State,Hawaii,All,2023-24,48,,8,8.4,0,20,2,21,250,> 100%
State,Hawaii,All,2023-24,49,,7.9,7.9,4,13,3,17,215,> 100%
State,Hawaii,All,2023-24,50,,5.9,6.3,1,13,2,15,239,> 100%
State,Hawaii,All,2023-24,51,,5.3,5.8,1,12,2,14,243,> 100%
State,Hawaii,All,2023-24,52,,5.1,5.1,1,12,1,13,256,> 100%
State,Hawaii,All,2023-24,1,,7.9,9,1,21,4,25,279,> 100%
State,Hawaii,All,2023-24,2,,9,9.7,3,22,3,27,279,> 100%
State,Hawaii,All,2023-24,3,,9.6,10,0,27,4,28,281,> 100%
State,Hawaii,All,2023-24,4,,7.4,7.7,0,20,5,21,271,> 100%
State,Hawaii,All,2023-24,5,,8.6,9.6,2,22,6,27,280,> 100%
State,Hawaii,All,2023-24,6,,9.6,10.5,1,22,6,25,239,> 100%
State,Hawaii,All,2023-24,7,,5.6,7.2,0,14,7,18,251,> 100%
State,Hawaii,All,2023-24,8,,5.4,5.8,0,14,2,15,258,> 100%
State,Hawaii,All,2023-24,9,,8,9.7,0,18,5,22,226,> 100%
State,Hawaii,All,2023-24,10,,5.4,5.4,0,11,0,11,204,> 100%
State,Hawaii,All,2023-24,11,,7,7.5,1,15,2,17,227,> 100%
State,Hawaii,All,2023-24,12,,3.4,3.9,0,7,1,8,204,> 100%
State,Hawaii,All,2023-24,13,,9.2,9.7,0,19,1,20,206,> 100%
State,Hawaii,All,2023-24,14,,3.8,4.7,0,4,3,5,106,76.8%
State,Idaho,All,2023-24,40,,4.8,5.1,0,15,3,16,314,> 100%
State,Idaho,All,2023-24,41,,5.6,7.1,0,18,7,23,324,> 100%
State,Idaho,All,2023-24,42,,6.2,8.2,1,18,10,25,306,> 100%
State,Idaho,All,2023-24,43,,4.1,6.5,0,14,11,22,339,> 100%
State,Idaho,All,2023-24,44,,4.6,5.5,0,16,6,19,348,> 100%
State,Idaho,All,2023-24,45,,5.4,7.6,0,17,12,24,317,> 100%
State,Idaho,All,2023-24,46,,3.2,4.3,0,11,5,15,347,> 100%
State,Idaho,All,2023-24,47,,3.8,5.2,2,9,5,15,289,> 100%
State,Idaho,All,2023-24,48,,2,5,0,6,9,15,303,> 100%
State,Idaho,All,2023-24,49,,4.2,6.4,2,13,11,23,357,> 100%
State,Idaho,All,2023-24,50,,4.3,6.9,1,14,10,24,349,> 100%
State,Idaho,All,2023-24,51,,5,6.4,3,14,6,22,343,> 100%
State,Idaho,All,2023-24,52,,6.4,8.4,2,18,12,26,311,> 100%
State,Idaho,All,2023-24,1,,6.9,7.9,4,22,8,30,379,> 100%
